urban,age,marital_status,given_birth,dob,dom,age_mar,partner_age,ethnicity,language,birth_year,birth_month,birth_day,marriage_year,marriage_month,marriage_day
1,36,1,1,1890,771.0,25,38.0,1,1.0,13,4,31.0,20.0,5.0,21.0
1,16,2,2,543,,NIU,,1,1.0,33,12,29.0,,,
1,27,2,2,544,,NIU,,1,1.0,30,1,15.0,,,
1,28,1,1,172,775.0,26,29.0,1,1.0,19,11,30.0,28.0,5.0,28.0
2,38,1,1,1078,177.0,25,46.0,1,1.0,1,1,10.0,5.0,3.0,10.0
2,40,1,1,638,276.0,36,35.0,1,1.0,12,12,20.0,11.0,6.0,15.0
1,34,1,1,1074,702.0,30,40.0,1,1.0,15,5,27.0,11.0,11.0,19.0
1,33,1,2,100,93.0,26,39.0,1,1.0,22,5,23.0,8.0,4.0,15.0
1,48,3,1,1125,1013.0,24,,1,1.0,3,1,28.0,14.0,3.0,19.0
2,28,2,2,139,,NIU,,1,1.0,19,2,8.0,,,
2,21,2,2,2268,,NIU,,1,1.0,21,7,8.0,,,
1,34,1,1,1840,1310.0,28,35.0,1,1.0,15,11,16.0,3.0,9.0,11.0
1,45,1,1,1841,1327.0,31,50.0,1,1.0,4,4,13.0,7.0,1.0,10.0
1,17,2,2,146,,NIU,,1,1.0,33,4,4.0,,,
2,32,1,1,2267,408.0,25,31.0,1,1.0,22,12,21.0,8.0,1.0,5.0
1,38,2,2,1,,NIU,,1,1.0,1,1,25.0,,,
2,40,1,1,46,277.0,17,45.0,1,1.0,2,8,12.0,24.0,3.0,15.0
1,33,1,2,545,274.0,26,44.0,1,1.0,15,12,22.0,8.0,2.0,24.0
1,15,2,2,94,,NIU,,1,1.0,35,7,10.0,,,
1,48,1,2,692,407.0,43,49.0,1,1.0,3,10,27.0,3.0,2.0,7.0
1,40,1,1,333,91.0,29,45.0,1,1.0,2,5,30.0,20.0,1.0,23.0
2,23,2,2,474,,NIU,,1,1.0,31,2,27.0,,,
1,26,1,1,1882,1326.0,18,33.0,1,1.0,30,12,18.0,12.0,10.0,27.0
1,20,2,2,662,,NIU,,1,1.0,27,8,6.0,,,
1,37,2,2,310,,NIU,,1,1.0,13,5,16.0,,,
2,34,1,1,238,160.0,30,33.0,2,1.0,15,7,25.0,6.0,1.0,9.0
2,32,2,2,394,,NIU,,1,1.0,18,10,10.0,,,
1,25,2,2,216,,NIU,,1,1.0,29,5,2.0,,,
2,35,1,1,29,1325.0,27,39.0,1,1.0,7,8,18.0,12.0,1.0,8.0
1,45,1,1,363,781.0,18,48.0,1,1.0,11,10,28.0,19.0,6.0,25.0
1,37,1,1,17,275.0,20,38.0,1,1.0,1,3,6.0,21.0,1.0,3.0
1,33,1,1,63,36.0,21,39.0,1,1.0,22,4,29.0,20.0,8.0,10.0
2,36,1,1,147,1324.0,26,43.0,1,1.0,5,1,31.0,4.0,12.0,3.0
2,18,2,2,152,,NIU,,1,1.0,28,12,22.0,,,
1,45,3,1,246,133.0,22,,1,1.0,4,3,25.0,24.0,2.0,20.0
2,23,2,2,56,,NIU,,1,1.0,17,3,8.0,,,
1,49,1,1,567,244.0,26,46.0,1,1.0,6,5,4.0,24.0,7.0,15.0
2,15,2,2,1903,,NIU,,5,3.0,32,3,6.0,,,
1,21,2,2,1173,,NIU,,1,1.0,21,8,7.0,,,
2,19,2,2,1352,,NIU,,2,1.0,28,4,2.0,,,
1,34,1,1,32,772.0,24,34.0,1,1.0,15,1,24.0,4.0,3.0,4.0
1,35,1,1,5,7.0,22,40.0,1,1.0,7,1,2.0,5.0,10.0,22.0
2,38,1,1,572,290.0,24,41.0,1,1.0,1,10,11.0,7.0,5.0,28.0
1,37,1,1,2278,1631.0,30,44.0,1,1.0,13,2,3.0,8.0,3.0,12.0
1,22,2,2,1904,,NIU,,1,1.0,23,7,19.0,,,
2,44,1,1,1905,1323.0,19,55.0,1,1.0,16,8,1.0,27.0,12.0,13.0
1,31,1,1,25,11.0,25,36.0,1,1.0,10,2,3.0,3.0,4.0,10.0
2,36,1,2,628,40.0,16,49.0,1,1.0,13,3,30.0,2.0,4.0,8.0
2,41,1,1,1933,1322.0,21,43.0,1,1.0,14,4,30.0,2.0,9.0,25.0
2,34,1,1,442,365.0,24,43.0,1,1.0,15,11,29.0,17.0,6.0,19.0
1,46,1,1,20,132.0,34,42.0,1,1.0,4,11,3.0,20.0,4.0,29.0
2,38,3,1,627,396.0,19,,1,1.0,1,10,2.0,22.0,1.0,12.0
2,39,1,1,563,1321.0,28,37.0,1,1.0,24,11,8.0,4.0,1.0,5.0
2,46,1,1,1934,1320.0,17,55.0,1,1.0,4,5,14.0,30.0,1.0,18.0
2,39,1,1,1935,1319.0,25,46.0,1,2.0,2,12,3.0,7.0,1.0,11.0
1,24,2,2,143,,NIU,,1,1.0,17,2,25.0,,,
2,35,1,1,29,1325.0,27,39.0,1,1.0,7,8,18.0,12.0,1.0,8.0
2,39,2,1,647,,NIU,,3,1.0,24,5,16.0,,,
1,47,1,2,64,29.0,26,50.0,1,1.0,8,4,6.0,2.0,1.0,27.0
1,24,2,2,1023,,NIU,,1,1.0,17,1,27.0,,,
1,45,1,1,1585,1099.0,38,45.0,1,1.0,11,10,7.0,8.0,8.0,3.0
1,28,1,1,131,61.0,25,28.0,1,1.0,19,9,11.0,25.0,1.0,7.0
1,35,1,1,24,286.0,28,35.0,3,,7,8,15.0,8.0,3.0,30.0
1,36,2,2,626,,NIU,,1,1.0,5,9,23.0,,,
2,48,1,1,346,682.0,21,54.0,1,1.0,3,6,7.0,23.0,12.0,4.0
1,42,3,1,10,271.0,23,,1,1.0,14,7,7.0,1.0,4.0,5.0
1,31,2,2,1356,,NIU,,1,1.0,10,5,7.0,,,
2,34,2,2,1778,,NIU,,1,1.0,15,4,27.0,,,
2,23,2,2,473,,NIU,,1,1.0,31,8,24.0,,,
2,33,1,1,2277,1274.0,27,31.0,1,1.0,22,1,29.0,10.0,8.0,12.0
2,33,1,1,2276,1654.0,17,41.0,1,1.0,15,12,2.0,13.0,1.0,9.0
2,15,1,2,365,198.0,15,23.0,5,1.0,35,8,24.0,26.0,9.0,12.0
1,49,1,1,97,270.0,25,49.0,1,1.0,6,1,28.0,24.0,1.0,9.0
2,42,3,1,190,105.0,19,,1,1.0,14,1,31.0,24.0,10.0,18.0
1,20,2,2,575,,NIU,,4,4.0,21,4,30.0,,,
1,45,1,1,2252,1298.0,30,45.0,1,1.0,11,9,24.0,7.0,1.0,18.0
1,18,2,2,40,,NIU,,1,1.0,25,11,17.0,,,
2,32,1,1,66,15.0,19,39.0,4,1.0,18,2,22.0,5.0,2.0,29.0
2,15,2,2,530,,NIU,,1,1.0,32,3,23.0,,,
2,45,1,1,576,683.0,21,48.0,1,1.0,11,5,3.0,14.0,8.0,6.0
1,33,1,1,15,67.0,23,32.0,1,1.0,22,2,24.0,17.0,6.0,25.0
2,45,1,1,1100,684.0,17,49.0,1,1.0,4,12,18.0,29.0,3.0,24.0
1,40,1,1,2251,1644.0,22,45.0,1,1.0,2,9,12.0,1.0,2.0,6.0
1,30,1,2,459,304.0,23,36.0,1,1.0,9,6,20.0,8.0,11.0,18.0
1,37,1,1,1135,798.0,24,38.0,1,1.0,1,4,4.0,5.0,5.0,4.0
1,27,1,1,2250,1643.0,22,29.0,1,1.0,30,5,27.0,3.0,10.0,30.0
1,31,2,2,134,,NIU,,1,1.0,10,2,6.0,,,
1,43,1,1,389,1297.0,35,43.0,1,1.0,20,2,28.0,12.0,12.0,25.0
1,18,2,2,2249,,NIU,,1,1.0,25,6,26.0,,,
1,49,3,1,13,8.0,27,,1,1.0,36,3,9.0,15.0,1.0,28.0
1,26,2,2,227,,NIU,,2,1.0,26,11,8.0,,,
1,41,1,1,784,412.0,18,44.0,1,1.0,12,7,19.0,24.0,10.0,25.0
1,44,1,1,141,120.0,24,47.0,1,1.0,16,5,28.0,2.0,2.0,8.0
2,45,1,1,577,688.0,19,52.0,1,1.0,4,4,5.0,23.0,11.0,9.0
1,43,1,1,620,273.0,15,57.0,1,1.0,20,11,9.0,23.0,6.0,23.0
2,39,1,1,563,1321.0,28,37.0,1,1.0,24,11,8.0,4.0,1.0,5.0
1,37,1,1,1502,1296.0,25,37.0,1,1.0,13,7,23.0,20.0,6.0,12.0
2,40,1,1,2248,1642.0,34,46.0,1,1.0,2,1,16.0,3.0,5.0,20.0
1,24,2,2,337,,NIU,,1,1.0,17,1,8.0,,,
1,39,1,1,763,482.0,19,46.0,1,1.0,24,6,18.0,2.0,5.0,13.0
2,44,1,1,2247,1641.0,20,46.0,1,1.0,16,10,13.0,14.0,1.0,27.0
2,49,1,1,527,13.0,18,56.0,1,1.0,6,11,3.0,31.0,9.0,10.0
1,17,2,2,301,,NIU,,1,1.0,33,1,18.0,,,
1,36,1,2,323,195.0,32,43.0,1,1.0,5,8,8.0,11.0,2.0,10.0
1,39,2,2,1117,,NIU,,1,1.0,24,2,31.0,,,
1,42,3,1,8,6.0,20,,2,1.0,14,10,30.0,15.0,2.0,28.0
2,29,1,1,1116,799.0,20,37.0,1,1.0,34,6,28.0,17.0,8.0,29.0
2,32,1,1,1105,170.0,25,31.0,1,1.0,22,4,16.0,12.0,12.0,12.0
2,31,1,1,1115,272.0,24,31.0,1,1.0,10,7,15.0,10.0,9.0,24.0
1,28,1,1,1137,814.0,28,31.0,1,1.0,19,11,6.0,26.0,2.0,30.0
2,21,2,2,295,,NIU,,1,1.0,21,5,12.0,,,
2,33,1,1,1503,1280.0,24,48.0,1,1.0,22,1,22.0,17.0,10.0,9.0
1,37,1,1,51,187.0,22,53.0,1,1.0,1,3,21.0,9.0,1.0,11.0
1,48,1,1,593,80.0,21,53.0,1,1.0,3,6,11.0,23.0,1.0,1.0
1,31,1,1,25,11.0,25,36.0,1,1.0,10,2,3.0,3.0,4.0,10.0
1,32,1,1,1857,1393.0,22,37.0,1,1.0,18,10,4.0,4.0,1.0,22.0
1,34,1,1,1504,1659.0,30,35.0,1,1.0,15,10,10.0,11.0,2.0,22.0
2,36,1,1,1138,815.0,20,36.0,1,1.0,5,8,2.0,13.0,7.0,25.0
2,34,1,1,1114,423.0,20,41.0,1,1.0,15,11,21.0,7.0,3.0,28.0
2,47,3,1,355,165.0,17,,1,1.0,3,4,17.0,31.0,8.0,17.0
1,16,2,2,124,,NIU,,1,1.0,32,8,7.0,,,
1,21,1,2,4,4.0,21,33.0,1,1.0,21,6,14.0,26.0,6.0,13.0
1,31,1,1,45,26.0,26,33.0,1,1.0,10,1,14.0,11.0,5.0,5.0
1,35,1,1,265,422.0,27,37.0,1,1.0,7,7,16.0,12.0,11.0,27.0
1,48,1,1,478,24.0,27,50.0,1,1.0,3,2,12.0,2.0,9.0,20.0
1,37,1,1,2260,1658.0,24,41.0,1,1.0,13,10,19.0,16.0,9.0,8.0
1,45,2,2,412,,NIU,,1,1.0,4,12,1.0,,,
1,31,2,2,134,,NIU,,1,1.0,10,2,6.0,,,
2,22,3,1,113,48.0,13,,5,3.0,23,10,1.0,12.0,6.0,24.0
1,25,2,2,1113,,NIU,,1,1.0,29,11,11.0,,,
2,49,1,1,594,678.0,18,54.0,1,1.0,36,3,19.0,33.0,12.0,11.0
2,40,1,1,182,89.0,21,44.0,1,1.0,2,1,11.0,1.0,6.0,5.0
1,49,3,1,1139,180.0,20,,1,1.0,6,11,29.0,30.0,3.0,3.0
1,26,2,2,256,,NIU,,1,1.0,26,8,6.0,,,
1,39,2,2,1112,,NIU,,1,1.0,2,12,29.0,,,
2,48,1,1,595,288.0,18,56.0,1,1.0,3,8,4.0,31.0,12.0,14.0
1,23,2,2,241,,NIU,,3,,17,12,8.0,,,
1,38,1,1,2259,1666.0,32,47.0,1,1.0,1,2,11.0,3.0,6.0,11.0
1,25,1,2,405,30.0,25,26.0,1,1.0,29,5,15.0,26.0,1.0,6.0
2,40,1,1,312,171.0,23,43.0,1,1.0,2,7,28.0,21.0,2.0,20.0
1,48,1,1,199,118.0,22,48.0,1,1.0,3,4,4.0,27.0,5.0,17.0
1,16,2,2,1102,,NIU,,1,1.0,32,7,28.0,,,
1,36,1,2,1101,283.0,23,43.0,1,1.0,5,1,15.0,16.0,6.0,1.0
1,41,2,2,264,,NIU,,1,1.0,12,10,22.0,,,
2,47,1,1,173,96.0,21,53.0,1,1.0,8,10,26.0,19.0,2.0,30.0
1,49,1,1,421,184.0,25,61.0,1,1.0,6,2,1.0,14.0,2.0,28.0
1,49,2,2,126,,NIU,,1,1.0,6,4,24.0,,,
1,24,1,1,1941,1258.0,23,25.0,1,1.0,29,3,19.0,25.0,12.0,15.0
1,41,1,1,1149,83.0,22,48.0,1,1.0,12,7,29.0,22.0,3.0,1.0
2,31,1,2,34,128.0,29,24.0,1,1.0,10,9,7.0,28.0,4.0,3.0
2,26,1,1,2261,1665.0,23,37.0,1,1.0,26,2,28.0,6.0,12.0,25.0
2,35,1,1,321,521.0,15,39.0,2,1.0,7,10,22.0,2.0,8.0,5.0
2,24,1,2,436,1695.0,24,28.0,1,1.0,29,4,20.0,26.0,8.0,25.0
1,41,3,1,1150,850.0,31,,1,1.0,12,1,20.0,17.0,7.0,14.0
2,18,2,2,76,,NIU,,4,4.0,25,4,13.0,,,
1,43,1,1,591,238.0,32,50.0,1,1.0,20,2,4.0,4.0,4.0,28.0
2,46,2,2,668,,NIU,,1,1.0,4,5,8.0,,,
2,39,1,1,47,194.0,22,49.0,1,1.0,24,4,18.0,21.0,11.0,1.0
2,47,1,1,184,13.0,16,51.0,1,1.0,8,1,2.0,31.0,9.0,10.0
1,20,1,2,622,453.0,18,41.0,1,1.0,27,7,18.0,28.0,9.0,4.0
1,20,2,2,57,,NIU,,1,1.0,27,8,28.0,,,
2,20,2,2,1942,,NIU,,1,1.0,27,9,22.0,,,
1,41,1,1,287,188.0,26,46.0,1,1.0,14,12,8.0,9.0,2.0,19.0
2,39,1,1,1151,94.0,22,42.0,3,,24,9,26.0,13.0,9.0,24.0
1,40,3,1,961,673.0,24,,4,1.0,2,1,29.0,13.0,12.0,9.0
1,46,1,1,592,239.0,22,51.0,1,1.0,8,12,6.0,14.0,8.0,15.0
1,27,2,2,2,,NIU,,1,1.0,19,3,15.0,,,
1,25,2,2,434,,NIU,,1,1.0,29,1,27.0,,,
2,44,1,1,495,311.0,22,48.0,1,1.0,16,2,7.0,15.0,5.0,3.0
2,33,3,1,733,424.0,24,,1,1.0,15,3,5.0,17.0,3.0,22.0
1,24,1,1,1169,655.0,21,26.0,1,1.0,17,10,28.0,6.0,2.0,25.0
1,40,1,1,208,114.0,23,41.0,1,1.0,12,3,22.0,1.0,11.0,5.0
1,46,1,1,914,866.0,19,49.0,1,1.0,8,3,15.0,23.0,6.0,20.0
1,26,2,2,227,,NIU,,2,1.0,26,11,8.0,,,
1,40,1,1,1120,714.0,28,41.0,1,1.0,2,11,24.0,16.0,2.0,17.0
2,18,2,2,2232,,NIU,,2,1.0,28,12,16.0,,,
1,17,2,2,586,,NIU,,3,,25,12,31.0,,,
2,15,2,2,1170,,NIU,,1,1.0,35,10,20.0,,,
2,40,1,1,1901,1255.0,30,48.0,1,1.0,12,12,19.0,4.0,6.0,13.0
2,19,2,2,423,,NIU,,1,1.0,28,6,23.0,,,
1,21,2,2,164,,NIU,,1,1.0,21,9,28.0,,,
1,48,1,1,553,345.0,31,60.0,1,1.0,3,2,27.0,13.0,7.0,6.0
1,38,1,1,666,389.0,22,45.0,1,1.0,1,10,18.0,13.0,12.0,4.0
1,37,1,1,352,627.0,25,37.0,1,1.0,13,9,12.0,20.0,9.0,9.0
1,42,3,1,8,6.0,20,,2,1.0,14,10,30.0,15.0,2.0,28.0
1,35,2,2,603,,NIU,,1,1.0,7,5,4.0,,,
1,19,2,2,245,,NIU,,1,1.0,28,8,6.0,,,
1,38,1,1,1902,1247.0,32,38.0,1,1.0,24,4,6.0,10.0,4.0,26.0
2,49,3,1,590,351.0,21,,2,1.0,6,7,13.0,23.0,6.0,16.0
1,15,2,2,266,,NIU,,1,1.0,35,7,25.0,,,
1,43,1,1,389,1297.0,35,43.0,1,1.0,20,2,28.0,12.0,12.0,25.0
1,37,1,1,153,74.0,21,36.0,1,1.0,13,4,7.0,9.0,10.0,25.0
1,24,2,2,443,,NIU,,1,1.0,17,8,7.0,,,
1,30,1,1,863,860.0,24,32.0,1,1.0,9,1,31.0,3.0,4.0,28.0
2,42,2,1,862,,NIU,,1,1.0,14,6,7.0,,,
1,33,1,1,194,246.0,23,40.0,1,1.0,22,11,19.0,4.0,2.0,12.0
2,24,1,1,868,1709.0,19,27.0,1,1.0,17,7,20.0,3.0,12.0,28.0
2,42,1,1,422,51.0,16,46.0,1,1.0,14,10,5.0,27.0,9.0,16.0
2,37,1,1,715,411.0,20,44.0,3,,1,12,19.0,21.0,6.0,14.0
2,48,1,1,806,523.0,17,51.0,1,1.0,3,4,16.0,31.0,4.0,1.0
2,41,1,1,435,24.0,20,42.0,1,1.0,12,2,23.0,2.0,9.0,20.0
1,49,1,1,421,184.0,25,61.0,1,1.0,6,2,1.0,14.0,2.0,28.0
1,33,1,2,545,274.0,26,44.0,1,1.0,15,12,22.0,8.0,2.0,24.0
2,38,1,1,572,290.0,24,41.0,1,1.0,1,10,11.0,7.0,5.0,28.0
1,16,2,2,1271,,NIU,,1,1.0,32,9,5.0,,,
2,47,1,1,239,861.0,21,49.0,1,1.0,8,6,27.0,19.0,1.0,1.0
1,42,1,1,35,60.0,21,42.0,1,1.0,14,8,2.0,18.0,2.0,19.0
1,41,1,1,74,168.0,20,46.0,1,1.0,12,8,22.0,18.0,1.0,13.0
2,38,1,1,2231,1708.0,29,36.0,1,1.0,1,8,27.0,17.0,12.0,23.0
2,41,1,1,181,280.0,27,44.0,1,1.0,14,12,24.0,7.0,2.0,17.0
2,28,2,2,1013,,NIU,,1,1.0,19,1,24.0,,,
1,16,2,2,2262,,NIU,,1,1.0,32,9,9.0,,,
1,33,1,2,100,93.0,26,39.0,1,1.0,22,5,23.0,8.0,4.0,15.0
2,48,1,1,268,137.0,27,48.0,1,1.0,3,10,21.0,18.0,3.0,11.0
1,31,1,1,1827,1707.0,17,39.0,1,1.0,10,6,5.0,7.0,3.0,25.0
1,36,1,1,861,628.0,21,41.0,1,1.0,5,2,29.0,9.0,11.0,25.0
1,38,2,2,1362,,NIU,,1,1.0,1,1,26.0,,,
1,33,1,1,1076,629.0,29,34.0,1,1.0,22,2,18.0,11.0,8.0,22.0
1,46,1,1,636,84.0,19,50.0,1,1.0,4,5,16.0,23.0,1.0,15.0
1,19,1,2,320,150.0,19,20.0,1,1.0,28,6,9.0,26.0,1.0,2.0
2,36,1,1,1138,815.0,20,36.0,1,1.0,5,8,2.0,13.0,7.0,25.0
1,35,3,1,1891,1706.0,32,,1,1.0,7,7,15.0,6.0,2.0,29.0
1,41,1,1,1009,1246.0,24,43.0,1,1.0,12,6,22.0,21.0,3.0,24.0
1,46,1,1,99,388.0,27,47.0,3,,4,5,28.0,22.0,1.0,14.0
1,45,3,1,867,630.0,25,,1,1.0,11,10,8.0,2.0,7.0,27.0
2,36,1,1,400,169.0,16,37.0,1,1.0,5,6,18.0,2.0,5.0,28.0
2,43,1,1,653,393.0,18,43.0,1,1.0,20,1,1.0,14.0,1.0,31.0
2,22,2,2,9,,NIU,,1,1.0,23,5,23.0,,,
1,46,1,1,37,86.0,21,46.0,1,1.0,4,11,21.0,14.0,6.0,8.0
1,15,2,2,599,,NIU,,1,1.0,35,6,15.0,,,
1,49,1,1,65,159.0,34,53.0,1,1.0,6,4,18.0,7.0,7.0,30.0
2,23,2,2,261,,NIU,,4,1.0,17,9,20.0,,,
1,40,1,2,881,626.0,33,46.0,1,1.0,2,8,25.0,8.0,10.0,28.0
1,38,1,2,6,3.0,31,37.0,1,1.0,1,11,10.0,10.0,5.0,30.0
1,35,2,2,603,,NIU,,1,1.0,7,5,4.0,,,
1,34,3,1,281,862.0,22,,1,1.0,15,8,28.0,16.0,1.0,7.0
1,19,2,2,986,,NIU,,3,1.0,28,10,21.0,,,
1,30,1,1,1892,1245.0,12,38.0,5,3.0,9,2,9.0,21.0,7.0,24.0
2,35,1,1,1893,1705.0,32,38.0,1,1.0,7,11,1.0,6.0,2.0,6.0
1,29,1,1,1183,1244.0,19,31.0,5,3.0,9,4,1.0,4.0,8.0,4.0
1,37,1,1,1894,609.0,27,37.0,1,1.0,13,7,3.0,4.0,8.0,8.0
2,41,1,1,280,2.0,23,42.0,1,1.0,12,6,11.0,1.0,9.0,5.0
1,44,1,1,1026,570.0,22,48.0,1,1.0,16,10,16.0,15.0,7.0,24.0
1,21,2,2,101,,NIU,,1,1.0,21,4,5.0,,,
1,49,1,1,129,56.0,27,52.0,1,1.0,6,10,5.0,18.0,6.0,30.0
1,16,2,2,1184,,NIU,,1,1.0,32,9,8.0,,,
2,27,2,2,366,,NIU,,1,1.0,30,1,4.0,,,
1,41,2,2,264,,NIU,,1,1.0,12,10,22.0,,,
1,48,1,1,27,18.0,27,52.0,1,1.0,3,1,21.0,2.0,5.0,9.0
2,43,1,1,123,41.0,20,44.0,1,1.0,20,10,15.0,15.0,4.0,16.0
1,26,2,2,1168,,NIU,,1,1.0,26,7,4.0,,,
1,32,1,1,865,610.0,20,34.0,1,1.0,18,5,14.0,16.0,12.0,29.0
2,15,2,2,864,,NIU,,1,1.0,32,4,3.0,,,
2,21,2,2,150,,NIU,,1,1.0,21,10,24.0,,,
1,41,1,1,314,162.0,26,46.0,3,1.0,12,2,13.0,9.0,8.0,31.0
1,42,3,1,10,271.0,23,,1,1.0,14,7,7.0,1.0,4.0,5.0
2,45,1,1,547,308.0,18,47.0,1,1.0,11,7,5.0,19.0,6.0,20.0
1,44,1,1,1854,283.0,31,43.0,1,1.0,16,1,18.0,16.0,6.0,1.0
1,42,3,1,1157,947.0,22,,1,1.0,14,9,14.0,2.0,2.0,7.0
2,44,1,1,1855,1235.0,10,48.0,2,2.0,16,11,28.0,35.0,2.0,14.0
2,45,1,1,1856,1234.0,19,56.0,1,1.0,11,1,17.0,19.0,2.0,9.0
1,18,2,2,597,,NIU,,1,1.0,25,2,21.0,,,
1,28,1,1,131,61.0,25,28.0,1,1.0,19,9,11.0,25.0,1.0,7.0
2,19,2,2,404,,NIU,,1,1.0,27,4,29.0,,,
2,48,1,1,268,137.0,27,48.0,1,1.0,3,10,21.0,18.0,3.0,11.0
1,46,1,1,37,86.0,21,46.0,1,1.0,4,11,21.0,14.0,6.0,8.0
2,19,2,2,258,,NIU,,1,1.0,28,2,26.0,,,
1,47,1,1,646,415.0,19,49.0,1,1.0,8,5,8.0,29.0,3.0,19.0
1,30,3,2,114,34.0,25,,1,1.0,9,7,11.0,3.0,3.0,29.0
1,48,1,1,230,103.0,24,49.0,1,1.0,3,5,7.0,14.0,1.0,8.0
2,38,3,1,1060,144.0,22,,1,1.0,1,7,1.0,13.0,3.0,17.0
2,16,2,2,598,,NIU,,1,1.0,32,6,11.0,,,
2,37,1,1,282,163.0,22,44.0,1,1.0,1,3,23.0,9.0,10.0,28.0
2,45,1,1,1091,611.0,20,48.0,1,1.0,4,3,3.0,27.0,7.0,6.0
1,41,1,1,276,204.0,15,44.0,1,1.0,12,5,19.0,19.0,12.0,12.0
1,32,3,2,1090,880.0,27,,1,1.0,18,5,13.0,3.0,8.0,1.0
2,47,1,1,531,488.0,26,48.0,1,1.0,8,2,11.0,2.0,6.0,5.0
2,19,2,2,946,,NIU,,1,1.0,28,1,27.0,,,
1,48,1,1,589,353.0,19,58.0,1,1.0,6,3,12.0,30.0,4.0,2.0
2,45,2,2,429,,NIU,,1,1.0,4,9,3.0,,,
1,33,1,1,63,36.0,21,39.0,1,1.0,22,4,29.0,20.0,8.0,10.0
1,19,2,2,480,,NIU,,1,1.0,27,3,8.0,,,
1,48,3,1,1077,612.0,19,,1,1.0,3,6,5.0,30.0,2.0,11.0
1,21,2,2,857,,NIU,,1,1.0,21,6,17.0,,,
1,48,1,1,183,87.0,17,59.0,1,1.0,3,4,28.0,31.0,5.0,20.0
1,40,1,1,208,114.0,23,41.0,1,1.0,12,3,22.0,1.0,11.0,5.0
1,39,3,1,304,201.0,25,,1,1.0,24,1,7.0,5.0,4.0,27.0
2,15,2,2,16,,NIU,,1,1.0,35,10,11.0,,,
1,34,1,2,149,12.0,28,30.0,1,1.0,15,7,10.0,3.0,1.0,7.0
1,47,1,1,257,108.0,26,48.0,1,1.0,8,9,6.0,18.0,12.0,27.0
1,40,1,1,2233,1720.0,30,41.0,1,1.0,2,8,28.0,4.0,8.0,3.0
1,28,1,1,1181,881.0,23,26.0,1,1.0,34,4,9.0,3.0,7.0,29.0
1,48,1,2,692,407.0,43,49.0,1,1.0,3,10,27.0,3.0,2.0,7.0
1,45,1,1,1182,387.0,30,39.0,1,1.0,4,4,27.0,9.0,5.0,6.0
2,29,1,1,637,1233.0,25,30.0,1,1.0,9,4,19.0,3.0,11.0,31.0
1,17,2,2,560,,NIU,,1,1.0,33,11,10.0,,,
2,19,2,2,42,,NIU,,1,1.0,28,10,1.0,,,
2,33,1,1,1215,613.0,20,35.0,1,1.0,22,11,4.0,5.0,11.0,4.0
1,44,1,1,1219,269.0,26,44.0,1,1.0,16,6,25.0,1.0,9.0,26.0
1,40,1,1,291,217.0,19,44.0,1,1.0,2,2,16.0,18.0,3.0,23.0
1,41,1,1,255,139.0,16,46.0,1,1.0,14,3,16.0,27.0,8.0,13.0
2,38,1,1,1220,1232.0,21,43.0,2,2.0,1,4,18.0,13.0,2.0,7.0
1,47,3,1,561,237.0,29,,1,1.0,3,3,19.0,1.0,7.0,18.0
2,33,1,1,1650,1369.0,16,42.0,1,1.0,22,11,12.0,21.0,8.0,12.0
1,40,3,1,374,223.0,25,,1,1.0,12,12,13.0,9.0,3.0,12.0
2,29,5,1,1221,,NIU,,1,1.0,34,7,11.0,,,
2,21,1,1,1837,1231.0,17,24.0,4,1.0,23,4,10.0,11.0,5.0,1.0
1,19,2,2,1838,,NIU,,1,1.0,27,4,30.0,,,
1,43,1,1,318,614.0,31,42.0,1,1.0,20,10,14.0,16.0,7.0,9.0
2,24,2,2,810,,NIU,,1,1.0,17,11,14.0,,,
2,49,1,1,317,148.0,25,51.0,1,1.0,6,1,12.0,24.0,9.0,18.0
1,31,1,1,7,5.0,27,41.0,1,1.0,10,1,6.0,6.0,4.0,8.0
1,34,1,1,1839,1230.0,28,35.0,1,1.0,15,5,22.0,10.0,11.0,4.0
1,18,2,2,40,,NIU,,1,1.0,25,11,17.0,,,
2,20,2,2,762,,NIU,,1,1.0,27,8,24.0,,,
2,16,2,2,209,,NIU,,3,,32,11,9.0,,,
1,45,3,1,95,854.0,32,,1,1.0,11,7,28.0,5.0,3.0,5.0
1,28,1,1,172,775.0,26,29.0,1,1.0,19,11,30.0,28.0,5.0,28.0
1,24,1,2,1062,586.0,21,23.0,1,1.0,17,8,25.0,6.0,12.0,29.0
1,24,2,2,90,,NIU,,1,1.0,17,1,29.0,,,
2,19,2,2,404,,NIU,,1,1.0,27,4,29.0,,,
2,48,1,1,268,137.0,27,48.0,1,1.0,3,10,21.0,18.0,3.0,11.0
1,29,1,1,1061,587.0,23,34.0,4,4.0,34,4,12.0,3.0,8.0,2.0
1,31,2,2,1203,,NIU,,1,1.0,18,12,22.0,,,
1,31,1,1,7,5.0,27,41.0,1,1.0,10,1,6.0,6.0,4.0,8.0
1,24,1,2,1075,637.0,23,27.0,1,1.0,29,4,14.0,28.0,1.0,25.0
1,32,1,1,1204,894.0,20,32.0,4,1.0,22,3,7.0,5.0,11.0,22.0
1,19,2,2,480,,NIU,,1,1.0,27,3,8.0,,,
2,30,1,1,1095,378.0,26,42.0,1,1.0,10,3,27.0,11.0,10.0,10.0
